Date,Title,Link
2024-08-06,Документация RuStore: как мы настроили автоматическую навигацию в Docusaurus,https://habr.com/ru/companies/vk/articles/833208/
2024-08-06,Автоматизация проверок в Navisworks с помощью Python + визуализация в Power BI,https://habr.com/ru/articles/834228/
2024-08-06,Как разработать регламенты которые работают,https://habr.com/ru/articles/834220/
2024-08-06,Как пользоваться микрокалькулятором,https://habr.com/ru/companies/ruvds/articles/830464/
2024-08-06,ЭЭГ на службе у американской военщины,https://habr.com/ru/articles/834216/
2024-08-06,"Топ методов, чтобы бросить курить",https://habr.com/ru/articles/834098/
2024-08-06,"Книга: «Безопасные и надежные системы: Лучшие практики проектирования, внедрения и обслуживания как в Google»",https://habr.com/ru/companies/piter/articles/833942/
2024-08-06,Матрица компетенций. Часть 1. Меню-подход,https://habr.com/ru/companies/rosbank/articles/834204/
2024-08-06,Что такое CRM и как её внедрять? v. 2024,https://habr.com/ru/companies/regionsoft/articles/834202/
2024-08-06,Немного о Запутанности,https://habr.com/ru/articles/834194/
2024-08-06,Можно ли отследить пользователя Telegram через отпечаток браузера в Mini App,https://habr.com/ru/articles/834186/
2024-08-06,Информатор для стиральной машины,https://habr.com/ru/articles/834172/
2024-08-06,"Анализируем трафик и определяем домены, которые используют сайты и приложения",https://habr.com/ru/articles/834168/
2024-08-06,Введение в Identity Management с OpenIDM,https://habr.com/ru/articles/834166/
2024-08-06,Что нового в Amplicode 2024.2,https://habr.com/ru/companies/haulmont/articles/834164/
2024-08-06,Двухфакторная аутентификация (OTP) в OpenVPN с использованием FreeRADIUS и LDAP,https://habr.com/ru/articles/834160/
2024-08-06,Бенчмарки больших языковых моделей. Мультиязычный MT-Bench,https://habr.com/ru/articles/834158/
2024-08-06,Краткая история ИИ от журнала The Economist,https://habr.com/ru/articles/834156/
2024-08-06,"Новое поколение домашнего ПО от МойОфис — рассказываем, как мы переизобрели наши редакторы",https://habr.com/ru/companies/ncloudtech/articles/834144/
2024-08-06,Поднимаем динамические окружения для stateless- и stateful-сервисов,https://habr.com/ru/companies/kts/articles/833354/
2024-08-06,"Как внедрить в командную работу правила игры, которые все будут выполнять",https://habr.com/ru/articles/834146/
2024-08-06,Сколько раз в неделю – норма? О производственных совещаниях,https://habr.com/ru/articles/834136/
2024-08-06,Как объединить кластеры Kubernetes без даунтайма: пошаговая инструкция,https://habr.com/ru/companies/cloud_ru/articles/833342/
2024-08-06,Защищаемся от непрошеных звонков и рассылок — внимательно читаем закон о персональных данных,https://habr.com/ru/companies/bastion/articles/834114/
2024-08-06,Compose Desktop ShadowJar,https://habr.com/ru/articles/834132/
2024-08-06,Как мы выбираем задания на отбор Route 256: подход и разбор задач,https://habr.com/ru/companies/ozontech/articles/833762/
2024-08-06,"Мост между централизованным и децентрализованным мирами: разбираемся, что такое оракулы",https://habr.com/ru/articles/834024/
2024-08-06,"Как увидеть три важнейших софт-скилла, чтобы нанять лучшего инженера",https://habr.com/ru/companies/kuper/articles/833474/
2024-08-06,"Знакомьтесь, элемент будущего: для чего открыли зелёный водород",https://habr.com/ru/companies/sberbank/articles/834106/
2024-08-06,О чём не молчит Windows. Forensic сетевых артефактов на хосте,https://habr.com/ru/articles/834126/
2024-08-06,Инженерия устойчивости — основной инструмент выживания вашей организации,https://habr.com/ru/companies/oleg-bunin/articles/831402/
2024-08-06,Технологии Олимпиады,https://habr.com/ru/companies/cloud4y/articles/834112/
2024-08-06,Многократные переплаты в ИТ и где они возникают. Ч.1,https://habr.com/ru/articles/833718/
2024-08-06,Хранимые процедуры рудимент или еще актуальны?,https://habr.com/ru/articles/833554/
2024-08-06,Чем накопители промышленного уровня отличаются от бытовых,https://habr.com/ru/companies/x-com/articles/834116/
2024-08-06,Оптимизация метрик веба через аудит в Google Tag Manager: реальность или вымысел?,https://habr.com/ru/companies/ivi/articles/833900/
2024-08-06,JSON База данных на Python,https://habr.com/ru/articles/834108/
2024-08-06,Ликбез по компьютерному зрению в банках. Как технологии ИИ защищают ваши деньги,https://habr.com/ru/companies/ru_mts/articles/834100/
2024-08-06,ОС «Аврора» — веб-сервер в кармане,https://habr.com/ru/companies/selectel/articles/834086/
2024-08-06,"Go: жарим общие данные. Атомно, быстро и без мьютексов",https://habr.com/ru/companies/ruvds/articles/833264/
2024-08-06,"И бесплатную проходку на OFFZONE 2024, и работу мечты за день. Чудеса? One Day Offer",https://habr.com/ru/companies/bizone/articles/833078/
2024-08-06,Как я выбирал модель для прогнозирования потребности в транспортной инфраструктуре,https://habr.com/ru/articles/833988/
2024-08-06,Шахматные задачи от Поколения,https://habr.com/ru/articles/829610/
2024-08-06,Алгоритм Чена — новая квантовая угроза? Разбираем риски раскрытия данных с криптографами компании «Криптонит»,https://habr.com/ru/companies/kryptonite/articles/834088/
2024-08-06,Что не так с расчётом биологического возраста?,https://habr.com/ru/companies/airi/articles/833866/
2024-08-06,Газлайтинг на работе,https://habr.com/ru/articles/834082/
2024-08-06,"Reality check, или какие барьеры стоят между бизнесом и квантовыми компьютерами",https://habr.com/ru/companies/mws/articles/833120/
2024-08-06,Найм глазами тимлида,https://habr.com/ru/articles/833998/
2024-08-06,JavaScript: структуры данных и алгоритмы. Часть 3,https://habr.com/ru/companies/timeweb/articles/832402/
2024-08-06,От коллайдера до МРТ: большое будущее сверхпроводящих магнитов,https://habr.com/ru/companies/gazprombank/articles/833848/
2024-08-06,"Дайджест научпоп-новостей за неделю, о которых мы ничего не писали",https://habr.com/ru/articles/834018/
2024-08-06,Полезные курсы по ИИ,https://habr.com/ru/articles/834076/
2024-08-06,Большая история маленького автополива,https://habr.com/ru/articles/834074/
2024-08-06,Как не утонуть в конкуренции? Стратегия семейного бизнеса с диффузорами на Ozon от 0 до 500 000 рублей в месяц,https://habr.com/ru/companies/mako_digital/articles/833864/
2024-08-06,Состояние Spring в 2024 году,https://habr.com/ru/companies/spring_aio/articles/834050/
2024-08-06,Как подружить редактора и разработчика: ключевые особенности изменения контента на CMS Bitrix,https://habr.com/ru/companies/nlmk/articles/834064/
2024-08-06,Стажировки в Solar JSOC. Часть 4. Как устроены обучающие тренинги для заказчиков,https://habr.com/ru/companies/solarsecurity/articles/833972/
2024-08-06,Литий — новая нефть XXI века. Мировая борьба за главный компонент,https://habr.com/ru/articles/834060/
2024-08-06,Для чего оркестру нужен дирижёр?,https://habr.com/ru/articles/834056/
2024-08-06,Стартапы vs корпорации: кто любит айтишников больше,https://habr.com/ru/companies/lanit/articles/833802/
2024-08-06,Практический кейс реализации AutoML в банке,https://habr.com/ru/companies/vtb/articles/833402/
2024-08-06,"Что было бы с улыбкой Фредди Меркьюри, если бы он обратился к ортодонту",https://habr.com/ru/companies/belayaraduga/articles/833064/
2024-08-06,Продуктовый дизайнер: как я получила визу талантов в Великобританию,https://habr.com/ru/companies/yandex_praktikum/articles/828904/
2024-08-06,"Как быстро удалить дублирующиеся строки в CSV, Excel и таблицах Markdown?",https://habr.com/ru/articles/834044/
2024-08-06,Использование WFM в производстве,https://habr.com/ru/articles/833376/
2024-08-06,Из филологов в Fullstack-аналитики: мой путь без прикрас,https://habr.com/ru/articles/834038/
2024-08-06,Подбираем нужные автозапчасти: миллиарды комбинаций за 12 минут,https://habr.com/ru/companies/avito/articles/833272/
2024-08-06,Не любой In-context learning одинаково полезен,https://habr.com/ru/articles/832310/
2024-08-06,"Шеринг зонтов, соцсеть в стиле 80-х – эти и другие российские стартапы",https://habr.com/ru/companies/productradar/articles/833930/
2024-08-06,Plug and /pray/ play,https://habr.com/ru/companies/auriga/articles/795129/
2024-08-06,Vue.js. Genesis,https://habr.com/ru/articles/832378/
2024-08-06,Сборка Min.io dev кластера в контейнерах,https://habr.com/ru/articles/834020/
2024-08-05,Преодоление языковых барьеров с помощью ИИ,https://habr.com/ru/articles/834016/
2024-08-05,"Система оценивания для проведения экзаменов, срезов в СПО",https://habr.com/ru/articles/834008/
2024-08-05,Портируем ML модели на Java с помощью ONNX,https://habr.com/ru/articles/833992/
2024-08-05,Apple Pro Weekly News (29.07 – 04.08.24),https://habr.com/ru/articles/833990/
2024-08-05,Графические ускорители: битва между AMD и NVIDIA,https://habr.com/ru/companies/itglobalcom/articles/833982/
2024-08-05,Security Week 2432: шифрование cookie в браузере Google Chrome,https://habr.com/ru/companies/kaspersky/articles/833914/
2024-08-05,Самые горячие новости инфобеза за июль 2024 года,https://habr.com/ru/companies/tomhunter/articles/833966/
2024-08-05,ООП не определяет архитектуру проекта,https://habr.com/ru/articles/833968/
2024-08-05,"Что такое «успешный проект» и как делать успешные проекты, если вы РП?",https://habr.com/ru/articles/833964/
2024-08-05,"GEOINT: местонахождение главаря банды, разыскиваемого ФБР",https://habr.com/ru/articles/833960/
2024-08-05,"Как я bash писал на Chat GPT, или IMAP to API при помощи Fetchmail",https://habr.com/ru/articles/833958/
2024-08-05,Как мы в России сделали микрофон как у Артемия Лебедева и продаем по всему миру,https://habr.com/ru/articles/833764/
2024-08-05,"Eppie — P2P почта, теперь с графическим интерфейсом",https://habr.com/ru/articles/833936/
2024-08-05,Нахождение сильно преобладающего элемента последовательности >n/2 (алгоритм большинства голосов Бойера-Мура),https://habr.com/ru/articles/833932/
2024-08-05,Factorio: оптимизации 2.0,https://habr.com/ru/companies/ruvds/articles/833892/
2024-08-05,Как человечество будет воевать с ИИ (если верить писателям-фантастам),https://habr.com/ru/companies/onlinepatent/articles/833922/
2024-08-05,Как мы превратили техподдержку в детективное агентство и что из этого вышло,https://habr.com/ru/companies/moysklad/articles/833920/
2024-08-05,«У нас закончились столбцы» — лучшая худшая кодовая база,https://habr.com/ru/articles/833916/
2024-08-05,Мотор «от Xiaomi»,https://habr.com/ru/articles/833912/
2024-08-05,"Недельный геймдев: #185 — 4 августа, 2024",https://habr.com/ru/articles/833910/
2024-08-05,Алгоритмы — самый провальный этап собеседований,https://habr.com/ru/articles/833908/
2024-08-05,Настраиваем аутентификацию по SMS и через мессенджеры для самых мобильных пользователей,https://habr.com/ru/companies/ru_mts/articles/833834/
2024-08-05,Полный гайд по тестированию на Flutter. Часть 6: Тестовые двойники: Faking vs Mocking,https://habr.com/ru/articles/833894/
2024-08-05,Толстые хвосты распределений — это загадочно и странно,https://habr.com/ru/companies/wunderfund/articles/832276/
2024-08-05,Как современные технологии втягивают в алкоголизм,https://habr.com/ru/companies/ppr/articles/833886/
2024-08-05,Ищем альтернативу Ngrok в России,https://habr.com/ru/articles/833884/
2024-08-05,Облачная инфраструктура в помощь продуктовым командам — как мы это делаем в МКБ,https://habr.com/ru/companies/mkb/articles/833092/
2024-08-05,Как использовать Web Scraper и Python для поиска работы после IT-курсов: кого ищут работодатели?,https://habr.com/ru/articles/833862/
2024-08-05,Новая автоматизация: как мы в Lenta Tech прокладывали рельсы импортозамещения и запускали МЧД по маршруту ФЗ-63,https://habr.com/ru/companies/lentatech/articles/833484/
2024-08-05,Микропроцессоры и Инопланетяне,https://habr.com/ru/articles/833858/
2024-08-05,Почему ИТ-шники выгорают не как все остальные? И что про это пишут в научных исследованиях,https://habr.com/ru/articles/833252/
2024-08-05,Tibbo Project System (TPS): простой и идеальный конструктор IOT,https://habr.com/ru/companies/scancode/articles/833840/
2024-08-05,Симулятор инсулинотерапии,https://habr.com/ru/articles/833838/
2024-08-05,Необычные инструменты для ЦНС,https://habr.com/ru/articles/833828/
2024-08-05,Разукомплектация основного средства в 1С. Рассмотрим на примере деления земельного участка на 2 части,https://habr.com/ru/articles/833160/
2024-08-05,Джеффри Сновер и создание PowerShell,https://habr.com/ru/companies/ruvds/articles/832744/
2024-08-05,Игровая консоль Sega Master System II: знакомство с легендой в 2024 году,https://habr.com/ru/companies/ru_mts/articles/833820/
2024-08-05,Open-source. Плюсы и минусы на примере MoonShine Laravel,https://habr.com/ru/articles/833618/
2024-08-05,"Кроссплатформенный фреймворк FireMonkey, Delphi",https://habr.com/ru/articles/833804/
2024-08-05,Гипотеза о связи относительного количества ожиданий СУБД и производительности СУБД,https://habr.com/ru/articles/833808/
2024-08-05,C3D Vision: новая функциональность и интеграция с математическим ядром,https://habr.com/ru/companies/ascon/articles/826728/
2024-08-05,Бета Лиры — Шелиак,https://habr.com/ru/articles/833796/
2024-08-05,«Арендовал телефон — стал фермером»: знакомство с Mobile Farm,https://habr.com/ru/companies/selectel/articles/833750/
2024-08-05,Capacity Planning: от прогнозов к действиям — с помощью автоматизации,https://habr.com/ru/companies/jetinfosystems/articles/833790/
2024-08-05,Темная магия SUM и SUMX,https://habr.com/ru/articles/833786/
2024-08-05,Новые принципы внедрения нейроимплантов и первые результаты,https://habr.com/ru/articles/833782/
2024-08-05,"ХрюХрюКар: как перестать беспокоиться, начать создавать сервисы и обзавестись друзьями",https://habr.com/ru/companies/timeweb/articles/832966/
2024-08-05,"Кручу, верчу, выровнять ось вращения хочу! Или о том, как ось вращения объекта автоматически выравнивается в STE",https://habr.com/ru/companies/smartengines/articles/827332/
2024-08-05,"На AI надейся, а сам не плошай",https://habr.com/ru/companies/mvideo/articles/833776/
2024-08-05,3 варианта решения популярной задачи,https://habr.com/ru/articles/833638/
2024-08-05,"Архитектура Flutter проекта простым языком. Clean Arch (MVVM, DI, Bloc, Inversion of Control)",https://habr.com/ru/articles/833760/
2024-08-05,Протокол SMTP. Пишем SMTP-сервер на C,https://habr.com/ru/articles/833672/
2024-08-05,"С чем смешать реголит, чтобы построить лунную базу",https://habr.com/ru/companies/rshb/articles/832128/
2024-08-05,Разбор SAM2 через колено в голову или революция в разметке видео,https://habr.com/ru/articles/833692/
2024-08-05,Business driven testing: как тестировщику решать задачи бизнеса,https://habr.com/ru/companies/skbkontur/articles/832218/
2024-08-05,Печатать нельзя отправить. А где бы поставили запятую вы?,https://habr.com/ru/articles/833740/
2024-08-05,О блокировке Youtube,https://habr.com/ru/articles/833690/
2024-08-05,Как оформлять карты в цифровых и печатных карточных играх?,https://habr.com/ru/articles/833736/
2024-08-05,"В России приняли за неделю почти все возможные законы, а Дуров рассказал о сотне «high quality» детей",https://habr.com/ru/articles/833734/
2024-08-05,"Главные новости ИИ #3: суп харчо через SearchGPT, Альтман против Китая, “КМБ” для ИИ, китайский ИИ-комбат и роботы Маска",https://habr.com/ru/articles/833732/
2024-08-05,Выборы президента США глазами математика. Насколько можно верить опросам?,https://habr.com/ru/articles/833724/
2024-08-05,Вычисление отсрочки старта приготовления каши на завтра,https://habr.com/ru/articles/833648/
2024-08-04,Как сменить технологию и не закопаться в рефакторинге: опыт внедрения DDD в проект на FastAPI — Часть 1,https://habr.com/ru/articles/833720/
2024-08-04,Hardware in the Loop (HIL) или как залупить модель с контроллером. Зачем и кому это надо?,https://habr.com/ru/articles/833392/
2024-08-04,Atomic CSS Deep Dive,https://habr.com/ru/articles/833712/
2024-08-04,Сдача Spring Certified Professional (2V0-72.22) в 2024 году: Удаленно из России,https://habr.com/ru/articles/833710/
2024-08-04,Управляемость стека,https://habr.com/ru/articles/833698/
2024-08-04,Обучение разработке чат-ботов Telegram: топ-15 курсов,https://habr.com/ru/articles/833696/
2024-08-04,Мобильная разработка за неделю #549 (29 июля — 4 августа),https://habr.com/ru/companies/productivity_inside/articles/833688/
2024-08-04,AstroJS проекты в monorepo с помощью npm workspaces,https://habr.com/ru/articles/833684/
2024-08-04,Делаем резервное питание для роутера,https://habr.com/ru/articles/833680/
2024-08-04,Meta и Nvidia раскрывают план по созданию нового цифрового мира,https://habr.com/ru/articles/833664/
2024-08-04,Налоги в Армении в 2024 и 2025 году,https://habr.com/ru/articles/833662/
2024-08-04,Подборка игр с низкоуровневым программированием,https://habr.com/ru/articles/833652/
2024-08-04,Управление личными делами в Obsidian (прототип),https://habr.com/ru/articles/833654/
2024-08-04,"Власть, эго, смерть. От сверхчеловека к постгуманизму",https://habr.com/ru/articles/833644/
2024-08-04,Кнопка,https://habr.com/ru/articles/833640/
2024-08-04,Лучшая презентация для продажи ваших продуктов и услуг,https://habr.com/ru/articles/833634/
2024-08-04,Попались на удочку: как мы заплатили 100 тысяч рублей за фишинг,https://habr.com/ru/companies/innostage/articles/833632/
2024-08-04,Решение задачи с собеседования Middle of the Linked List [+ ВИДЕО],https://habr.com/ru/articles/833624/
2024-08-04,Почему новый процесс в Node порождается так медленно?,https://habr.com/ru/articles/833628/
2024-08-04,Упрощение Работы с Расширениями темам в Flutter: Инструменты и Пакеты для Генерации Стилей,https://habr.com/ru/articles/833626/
2024-08-04,Как оптимизировать аккумуляторную батарею,https://habr.com/ru/companies/ruvds/articles/833472/
2024-08-04,"Вышел Linux Mint 22, встречаем новую версию известного дистрибутива",https://habr.com/ru/companies/selectel/articles/833562/
2024-08-04,"Doom в mindustry? Псевдо-3D движок, финал",https://habr.com/ru/companies/aeza/articles/833584/
2024-08-04,"ИБ в космосе. Что может случиться, если разработчики спутниковых систем будут игнорировать киберугрозы",https://habr.com/ru/companies/ru_mts/articles/833566/
2024-08-04,Отвязное приключение: в гостях у разработчика «ГЭГ» (часть 2),https://habr.com/ru/companies/timeweb/articles/832788/
2024-08-04,Разработка в финтех или как пройти 7 кругов ада для вывода продукта на прод,https://habr.com/ru/articles/833604/
2024-08-04,Создание полного Fast-API сервиса с фронтендом и деплоем за полчаса,https://habr.com/ru/companies/amvera/articles/833588/
2024-08-04,Автостопом по мультиплееру. Часть 3: Клиент и Сервер,https://habr.com/ru/articles/833612/
2024-08-04,4 августа 2024 года. Новолуние,https://habr.com/ru/articles/833610/
2024-08-03,Миграция СУБД Oracle с RISC на Linux-x86 с помощью кроссплатформенных переносимых табличных пространств — Часть 1,https://habr.com/ru/articles/833594/
2024-08-03,Звездные битвы: Талли-Фишер против Кеплера,https://habr.com/ru/articles/833590/
2024-08-03,Reverse engineering конкурсных списков поступления на бюджет в вузы России,https://habr.com/ru/articles/833586/
2024-08-03,Крупица истины в безумном заявлении «в России нет и не может быть чипов» и что из нее следует,https://habr.com/ru/articles/833568/
2024-08-03,Чиним замедление YouTube на уровне роутера,https://habr.com/ru/articles/833564/
2024-08-03,Уникальный смартфон-UMPC из нулевых: как HTC сделала устройство с двумя независимыми процессорами на борту?,https://habr.com/ru/companies/timeweb/articles/833258/
2024-08-03,Уход к дообучению моделей? Исследователи и технологии Character.ai выкуплены Google,https://habr.com/ru/articles/833558/
2024-08-03,Помните Skype? Microsoft собирается вернуть ему былую популярность,https://habr.com/ru/companies/selectel/articles/833266/
2024-08-03,Как нас обманывают геймдизайнеры: невыдуманные истории про скрытые игровые механики,https://habr.com/ru/articles/833552/
2024-08-03,Специальная теория относительности – пролог к теории гравитации с принципом Маха,https://habr.com/ru/articles/833530/
2024-08-03,4 тысячи заметок?! Как я веду личную базу знаний в Obsidian,https://habr.com/ru/articles/833550/
2024-08-03,"Ещё раз о том, какого размера должны быть тесты",https://habr.com/ru/companies/timeweb/articles/833548/
2024-08-03,Продвинутые сетевые функции Kubernetes,https://habr.com/ru/companies/amvera/articles/833464/
2024-08-03,"Что на неделе: москвичи-айтишники без квартир, блогеры-ютуберы без площадки, треш-стримеры без работы",https://habr.com/ru/companies/agima/articles/833466/
2024-08-03,Проблема мусорных отходов в России и пути ее решения Часть2. Многоразовое и повторное использование,https://habr.com/ru/articles/833542/
2024-08-03,Механика окружающей среды в фентезийном мире,https://habr.com/ru/articles/833540/
2024-08-03,"За что мы любим (пост)апокалипсис? Часть 4: мутанты, радиация и мрачнеющие краски атомного армагеддона",https://habr.com/ru/companies/ruvds/articles/833366/
2024-08-03,Звёзды могут пережить превращение своего партнёра в сверхновую,https://habr.com/ru/articles/833506/
2024-08-03,Как проходить онбординг? С точки зрения работника,https://habr.com/ru/articles/833536/
2024-08-03,"5 книг, которые стоит почитать начинающему ИТ-архитектору",https://habr.com/ru/companies/ru_mts/articles/833432/
2024-08-03,Обход замедления для Android TV,https://habr.com/ru/articles/833508/
2024-08-03,Лучшие практики для Unity 3D проекта,https://habr.com/ru/articles/833532/
2024-08-03,Куратор для нового сотрудника. Делимся списком для начала работы с новичком,https://habr.com/ru/articles/833502/
2024-08-03,"Нагрузочное тестирование EVPN-MPLS на маршрутизаторах MR-381 от B4COM. Методика, результаты и выводы",https://habr.com/ru/articles/833526/
2024-08-03,"RLHF. История становления идеи — 3. Supervised finetune, Протокольный сбор обратной связи, Batch RL",https://habr.com/ru/articles/832736/
2024-08-03,Создание кастомного интерактивного одностраничного минисайта с ИИ без платных сервисов,https://habr.com/ru/articles/833520/
2024-08-03,OpenSource на поле против OpenAI:  Function Calls здесь и сейчас для самых маленьких… ресурсов,https://habr.com/ru/articles/833518/
2024-08-03,OpenSource на поле против OpenAI:  Function Calls здесь и сейчас для самых маленьких… ресурсов,https://habr.com/ru/articles/833518/
2024-08-02,Интеграция clang-format в Процесс Сборки,https://habr.com/ru/articles/833500/
2024-08-02,Логистика. Часть 8. Почему GDS лидируют в оптимизации авиаперевозок: пример увеличения прибыльности код-шера,https://habr.com/ru/articles/833492/
2024-08-02,Опыт по установке SLA с помощью инструментов Канбан метода: история сервисных команд,https://habr.com/ru/articles/833490/
2024-08-02,Кэш второго уровня Hibernate для чайников,https://habr.com/ru/articles/833478/
2024-08-02,Punk riff generator,https://habr.com/ru/articles/831852/
2024-08-02,"Тестируем SSD. Чтобы выросли IOPS, нужно всего лишь… сменить версию PCIe?",https://habr.com/ru/companies/cdnnow/articles/833418/
2024-08-02,Как поделить не деля или оптимизация деления компиляторам(и),https://habr.com/ru/articles/833470/
2024-08-02,Отличия разработки на VBA для MS Excel по сравнению JavaScript для Р7-Офис,https://habr.com/ru/articles/833460/
2024-08-02,Лжемарина I,https://habr.com/ru/articles/833458/
2024-08-02,"Он сделал копию криптовалютной биржи на флешке, удалил данные с сервера и исчез",https://habr.com/ru/articles/833456/
2024-08-02,Давайте сделаем крупное приложение на Flask (язык Python),https://habr.com/ru/articles/833446/
2024-08-02,Что расскажут аналитикам на Flow 2024 Autumn,https://habr.com/ru/companies/jugru/articles/833440/
2024-08-02,Object Pascal в 2024-м,https://habr.com/ru/articles/832686/
2024-08-02,"Такое разное газомоторное топливо. Почему автомобили ездят на сжиженном газе, а не на сжатом?",https://habr.com/ru/articles/833274/
2024-08-02,Шаблон unit-тестов на Go,https://habr.com/ru/articles/833448/
2024-08-02,Использование очередей (Queue/Deque) для решения алгоритмических задач на Java,https://habr.com/ru/articles/833444/
2024-08-02,"Как мы прогнозируем спрос на заказы в Яндекс Лавке, чтобы эффективнее распределить нагрузку на курьеров. Доклад Яндекса",https://habr.com/ru/companies/yandex/articles/831534/
2024-08-02,Топ самых интересных CVE за июль 2024 года,https://habr.com/ru/companies/tomhunter/articles/828932/
2024-08-02,Scala Digest. Выпуск 19,https://habr.com/ru/companies/tbank/articles/833394/
2024-08-02,Нужна ли разработчикам магистратура? Отвечают студенты программы «Распределенные веб-сервисы»,https://habr.com/ru/companies/vk/articles/833436/
2024-08-02,Основы тестирования React-приложений через Cypress,https://habr.com/ru/companies/otus/articles/831904/
2024-08-02,Какую зарплату просить начинающему IT-специалисту на собеседовании,https://habr.com/ru/companies/habr_career/articles/833388/
2024-08-02,Этапы формирования навыков программирования,https://habr.com/ru/articles/833426/
2024-08-02,История оптимизации Python сервиса: пара простых системных улучшений,https://habr.com/ru/companies/oleg-bunin/articles/833424/
2024-08-02,"Теория, практика и личный опыт в обучении IT-управленцев",https://habr.com/ru/companies/otus/articles/833422/
2024-08-02,"Процесс, который продолжал умирать",https://habr.com/ru/companies/ruvds/articles/832752/
2024-08-02,Топ добавок для повышения работоспособности и энергии,https://habr.com/ru/articles/833414/
2024-08-02,Несовпадение целей: Не проблема для успешной реализации проектов,https://habr.com/ru/articles/833410/
2024-08-02,Высокая доступность в Kubernetes,https://habr.com/ru/companies/slurm/articles/833408/
2024-08-02,Как приручить дракона. Пара примеров из жизни,https://habr.com/ru/companies/ru_mts/articles/833374/
2024-08-02,Ограниченное использование программ — или шифровальщик,https://habr.com/ru/articles/833168/
2024-08-02,"Чтение на выходные: «Наука, не-наука и все-все-все» Ричарда Фейнмана",https://habr.com/ru/companies/onlinepatent/articles/833146/
2024-08-02,"Дискеты в наше время: Япония победила их в 2024, метро Сан-Франциско будет использовать до 2030",https://habr.com/ru/companies/productstar/articles/833398/
2024-08-02,Полный гайд по тестированию на Flutter. Часть 5: Mocktail,https://habr.com/ru/articles/833390/
2024-08-02,Как мы помогли клиентам автоматически настраивать программы для работы с КЭП,https://habr.com/ru/companies/ca_kontur/articles/833332/
2024-08-02,Эксперимент — зашифрованные ИТ-процессы в фильме «TRON: Legacy» как ключ к обучению,https://habr.com/ru/articles/833378/
